# alpha	beta
0.563388221854	0.367879441386
0.564365385274	0.3664787679
0.565342548694	0.365047294642
0.566319712115	0.363573332852
0.567296875535	0.362036083109
0.568274038956	0.360390315553
0.569251202376	0.358538086304
0.570228365796	0.356588899862
0.571205529217	0.354611678173
0.572182692637	0.352592711254
0.573159856057	0.350505513665
0.574137019478	0.348283931804
0.575114182898	0.345694854059
0.576091346319	0.342899942908
0.577068509739	0.34006786996
0.578045673159	0.337166607156
0.57902283658	0.334095604789
0.58	0.330347829193
