# alpha	beta
0.367879441171	0.621933128314
0.368878138047	0.621933128314
0.369876834922	0.621933128314
0.370875531797	0.621933128314
0.371874228673	0.621933128314
0.372872925548	0.621933128314
0.373871622423	0.621933128314
0.374870319299	0.621933128314
0.375869016174	0.621933128314
0.376867713049	0.621933128314
0.377866409924	0.621933128314
0.3788651068	0.621933128314
0.379863803675	0.621933128314
0.38086250055	0.621933128314
0.381861197426	0.621933128314
0.382859894301	0.621933128314
0.383858591176	0.621933128314
0.384857288051	0.621933128314
0.385855984927	0.621933128314
0.386854681802	0.621933128314
0.387853378677	0.621933128314
0.388852075553	0.621933128314
0.389850772428	0.621933128314
0.390849469303	0.621933128314
0.391848166179	0.621933128314
0.392846863054	0.621933128314
0.393845559929	0.621933128314
0.394844256804	0.621933128314
0.39584295368	0.621933128314
0.396841650555	0.621933128314
0.39784034743	0.621933128314
0.398839044306	0.621933128314
0.399837741181	0.621933128314
0.400836438056	0.621933128314
0.401835134931	0.621933128314
0.402833831807	0.621933128314
0.403832528682	0.621933128314
0.404831225557	0.621933128314
0.405829922433	0.621933128314
0.406828619308	0.621933128314
0.407827316183	0.621933128314
0.408826013059	0.621933128314
0.409824709934	0.621933128314
0.410823406809	0.621933128314
0.411822103684	0.621933128314
0.41282080056	0.621933128314
0.413819497435	0.621933128314
0.41481819431	0.621933128314
0.415816891186	0.621933128314
0.416815588061	0.621933128314
0.417814284936	0.621933128314
0.418812981811	0.621933128314
0.419811678687	0.621933128314
0.420810375562	0.621933128314
0.421809072437	0.621933128314
0.422807769313	0.621933128314
0.423806466188	0.621933128314
0.424805163063	0.621933128314
0.425803859939	0.621933128314
0.426802556814	0.621933128314
0.427801253689	0.621933128314
0.428799950564	0.621933128314
0.42979864744	0.621933128314
0.430797344315	0.621933128314
0.43179604119	0.621933128314
0.432794738066	0.621933128314
0.433793434941	0.621933128314
0.434792131816	0.621933128314
0.435790828691	0.621933128314
0.436789525567	0.621933128314
0.437788222442	0.621933128314
0.438786919317	0.621933128314
0.439785616193	0.621933128314
0.440784313068	0.621933128314
0.441783009943	0.621933128314
0.442781706819	0.621933128314
0.443780403694	0.621933128314
0.444779100569	0.621933128314
0.445777797444	0.621933128314
0.44677649432	0.621933128314
0.447775191195	0.621933128314
0.44877388807	0.621933128314
0.449772584946	0.621933128314
0.450771281821	0.621933128314
0.451769978696	0.621933128314
0.452768675571	0.621933128314
0.453767372447	0.621933128314
0.454766069322	0.621933128314
