# alpha	beta
0.367879441171	0.49709093605
0.368878885154	0.49709093605
0.369878329137	0.49709093605
0.370877773119	0.49709093605
0.371877217102	0.49709093605
0.372876661085	0.49709093605
0.373876105068	0.49709093605
0.37487554905	0.49709093605
0.375874993033	0.49709093605
0.376874437016	0.49709093605
0.377873880998	0.49709093605
0.378873324981	0.49709093605
0.379872768964	0.49709093605
0.380872212946	0.49709093605
0.381871656929	0.49709093605
0.382871100912	0.49709093605
0.383870544894	0.49709093605
0.384869988877	0.49709093605
0.38586943286	0.49709093605
0.386868876842	0.49709093605
0.387868320825	0.49709093605
0.388867764808	0.49709093605
0.38986720879	0.49709093605
0.390866652773	0.49709093605
0.391866096756	0.49709093605
0.392865540739	0.49709093605
0.393864984721	0.49709093605
0.394864428704	0.49709093605
0.395863872687	0.49709093605
0.396863316669	0.49709093605
0.397862760652	0.49709093605
0.398862204635	0.49709093605
0.399861648617	0.49709093605
0.4008610926	0.49709093605
0.401860536583	0.49709093605
0.402859980565	0.49709093605
0.403859424548	0.49709093605
0.404858868531	0.49709093605
0.405858312513	0.49709093605
0.406857756496	0.49709093605
0.407857200479	0.49709093605
0.408856644461	0.49709093605
0.409856088444	0.49709093605
0.410855532427	0.49709093605
0.41185497641	0.49709093605
0.412854420392	0.49709093605
0.413853864375	0.49709093605
0.414853308358	0.49709093605
0.41585275234	0.49709093605
0.416852196323	0.49709093605
0.417851640306	0.49709093605
0.418851084288	0.49709093605
0.419850528271	0.49709093605
0.420849972254	0.49709093605
0.421849416236	0.49709093605
0.422848860219	0.49709093605
0.423848304202	0.49709093605
0.424847748184	0.49709093605
0.425847192167	0.49709093605
0.42684663615	0.49709093605
0.427846080132	0.49709093605
0.428845524115	0.49709093605
0.429844968098	0.49709093605
0.43084441208	0.49709093605
0.431843856063	0.49709093605
0.432843300046	0.49709093605
0.433842744029	0.49709093605
0.434842188011	0.49709093605
0.435841631994	0.49709093605
0.436841075977	0.49709093605
0.437840519959	0.49709093605
0.438839963942	0.49709093605
0.439839407925	0.49709093605
0.440838851907	0.49709093605
0.44183829589	0.49709093605
0.442837739873	0.49709093605
0.443837183855	0.49709093605
0.444836627838	0.49709093605
0.445836071821	0.49709093605
0.446835515803	0.49709093605
0.447834959786	0.49709093605
0.448834403769	0.49709093605
0.449833847751	0.49709093605
0.450833291734	0.49709093605
0.451832735717	0.49709093605
0.4528321797	0.49709093605
0.453831623682	0.49709093605
0.454831067665	0.49709093605
0.455830511648	0.49709093605
0.45682995563	0.49709093605
0.457829399613	0.49709093605
0.458828843596	0.49709093605
0.459828287578	0.49709093605
0.460827731561	0.49709093605
0.461827175544	0.49709093605
0.462826619526	0.49709093605
0.463826063509	0.49709093605
0.464825507492	0.49709093605
0.465824951474	0.49709093605
0.466824395457	0.49709093605
0.46782383944	0.49709093605
0.468823283422	0.49709093605
0.469822727405	0.49709093605
0.470822171388	0.49709093605
0.47182161537	0.49709093605
0.472821059353	0.49709093605
0.473820503336	0.49709093605
0.474819947319	0.49709093605
0.475819391301	0.49709093605
0.476818835284	0.49709093605
0.477818279267	0.49709093605
0.478817723249	0.49709093605
0.479817167232	0.49709093605
0.480816611215	0.49709093605
0.481816055197	0.49709093605
0.48281549918	0.49709093605
0.483814943163	0.49709093605
0.484814387145	0.49709093605
0.485813831128	0.49709093605
0.486813275111	0.49709093605
0.487812719093	0.49709093605
0.488812163076	0.49709093605
0.489811607059	0.49709093605
0.490811051041	0.49709093605
0.491810495024	0.49709093605
0.492809939007	0.49709093605
0.49380938299	0.49709093605
0.494808826972	0.49709093605
0.495808270955	0.49709093605
0.496807714938	0.49709093605
0.49780715892	0.496834912881
0.498806602903	0.496476228973
0.499806046886	0.496106730259
0.500805490868	0.49573294282
0.501804934851	0.49535687607
0.502804378834	0.494973701184
0.503803822816	0.494589677888
0.504803266799	0.494203657302
0.505802710782	0.493814586313
0.506802154764	0.493424356509
0.507801598747	0.493029232822
0.50880104273	0.492629860284
0.509800486712	0.492228874342
0.510799930695	0.491823645547
0.511799374678	0.491407487028
0.51279881866	0.490985137984
0.513798262643	0.490559714179
0.514797706626	0.4901286221
0.515797150609	0.489693370003
0.516796594591	0.489252277254
0.517796038574	0.48880621884
0.518795482557	0.488356389359
0.519794926539	0.487898590519
0.520794370522	0.487414773537
0.521793814505	0.486927621692
0.522793258487	0.486433159519
0.52379270247	0.485934247672
0.524792146453	0.485430630187
0.525791590435	0.484923097933
0.526791034418	0.484412445369
0.527790478401	0.483889163026
0.528789922383	0.483361513398
0.529789366366	0.482831237184
0.530788810349	0.482296666899
0.531788254331	0.481758349928
0.532787698314	0.48121417319
0.533787142297	0.480658367555
0.53478658628	0.48009585507
0.535786030262	0.479515101648
0.536785474245	0.478920328618
0.537784918228	0.478310279085
