# £\ £]
0.580164223921 0.000000000000
0.580161375583 0.000099994412
0.580158129969 0.000199988824
0.580154691996 0.000299983236
0.580151115311 0.000399977647
0.580147427494 0.000499972059
0.580143645729 0.000599966471
0.580139781887 0.000699960883
0.580135844725 0.000799955295
0.580131841005 0.000899949707
0.580127776124 0.000999944118
0.580123654503 0.001099938530
0.580119479840 0.001199932942
0.580115255280 0.001299927354
0.580110983532 0.001399921766
0.580106666961 0.001499916178
0.580102307649 0.001599910589
0.580097907447 0.001699905001
0.580093468012 0.001799899413
0.580088990836 0.001899893825
0.580084477272 0.001999888237
0.580079928554 0.002099882649
0.580075345811 0.002199877061
0.580070730081 0.002299871472
0.580066082322 0.002399865884
0.580061403422 0.002499860296
0.580056694205 0.002599854708
0.580051955440 0.002699849120
0.580047187845 0.002799843532
0.580042392094 0.002899837943
0.580037568819 0.002999832355
0.580032718615 0.003099826767
0.580027842043 0.003199821179
0.580022939633 0.003299815591
0.580018011887 0.003399810003
0.580013059281 0.003499804415
0.580008082267 0.003599798826
0.580003081276 0.003699793238
0.579998056716 0.003799787650
0.579993008978 0.003899782062
0.579987938435 0.003999776474
0.579982845443 0.004099770886
0.579977730344 0.004199765297
0.579972593464 0.004299759709
0.579967435117 0.004399754121
0.579962255604 0.004499748533
0.579957055215 0.004599742945
0.579951834228 0.004699737357
0.579946592909 0.004799731768
0.579941331519 0.004899726180
0.579936050304 0.004999720592
0.579930749506 0.005099715004
0.579925429355 0.005199709416
0.579920090077 0.005299703828
0.579914731886 0.005399698240
0.579909354994 0.005499692651
0.579903959602 0.005599687063
0.579898545907 0.005699681475
0.579893114100 0.005799675887
0.579887664365 0.005899670299
0.579882196880 0.005999664711
0.579876711821 0.006099659122
0.579871209355 0.006199653534
0.579865689647 0.006299647946
0.579860152856 0.006399642358
0.579854599137 0.006499636770
0.579849028642 0.006599631182
0.579843441516 0.006699625594
0.579837837904 0.006799620005
0.579832217944 0.006899614417
0.579826581772 0.006999608829
0.579820929520 0.007099603241
0.579815261318 0.007199597653
0.579809577292 0.007299592065
0.579803877563 0.007399586476
0.579798162253 0.007499580888
0.579792431479 0.007599575300
0.579786685354 0.007699569712
0.579780923991 0.007799564124
0.579775147498 0.007899558536
0.579769355984 0.007999552947
0.579763549551 0.008099547359
0.579757728303 0.008199541771
0.579751892339 0.008299536183
0.579746041758 0.008399530595
0.579740176654 0.008499525007
0.579734297123 0.008599519419
0.579728403255 0.008699513830
0.579722495141 0.008799508242
0.579716572870 0.008899502654
0.579710636526 0.008999497066
0.579704686197 0.009099491478
0.579698721963 0.009199485890
0.579692743908 0.009299480301
0.579686752110 0.009399474713
0.579680746649 0.009499469125
0.579674727601 0.009599463537
0.579668695043 0.009699457949
0.579662649047 0.009799452361
0.579656589688 0.009899446772
0.579650517036 0.009999441184
0.579644431162 0.010099435596
0.579638332135 0.010199430008
0.579632220023 0.010299424420
0.579626094893 0.010399418832
0.579619956809 0.010499413244
0.579613805837 0.010599407655
0.579607642040 0.010699402067
0.579601465480 0.010799396479
0.579595276218 0.010899390891
0.579589074315 0.010999385303
0.579582859830 0.011099379715
0.579576632821 0.011199374126
0.579570393345 0.011299368538
0.579564141460 0.011399362950
0.579557877221 0.011499357362
0.579551600682 0.011599351774
0.579545311898 0.011699346186
0.579539010921 0.011799340598
0.579532697804 0.011899335009
0.579526372598 0.011999329421
0.579520035355 0.012099323833
0.579513686123 0.012199318245
0.579507324953 0.012299312657
0.579500951892 0.012399307069
0.579494566989 0.012499301480
0.579488170291 0.012599295892
0.579481761844 0.012699290304
0.579475341694 0.012799284716
0.579468909886 0.012899279128
0.579462466465 0.012999273540
0.579456011475 0.013099267951
0.579449544958 0.013199262363
0.579443066958 0.013299256775
0.579436577517 0.013399251187
0.579430076676 0.013499245599
0.579423564477 0.013599240011
0.579417040960 0.013699234423
0.579410506164 0.013799228834
0.579403960130 0.013899223246
0.579397402895 0.013999217658
0.579390834500 0.014099212070
0.579384254981 0.014199206482
0.579377664375 0.014299200894
0.579371062721 0.014399195305
0.579364450053 0.014499189717
0.579357826410 0.014599184129
0.579351191825 0.014699178541
0.579344546334 0.014799172953
0.579337889972 0.014899167365
0.579331222772 0.014999161776
0.579324544770 0.015099156188
0.579317855998 0.015199150600
0.579311156490 0.015299145012
0.579304446278 0.015399139424
0.579297725394 0.015499133836
0.579290993870 0.015599128248
0.579284251738 0.015699122659
0.579277499030 0.015799117071
0.579270735774 0.015899111483
0.579263962003 0.015999105895
0.579257177747 0.016099100307
0.579250383034 0.016199094719
0.579243577894 0.016299089130
0.579236762357 0.016399083542
0.579229936452 0.016499077954
0.579223100206 0.016599072366
0.579216253647 0.016699066778
0.579209396805 0.016799061190
0.579202529705 0.016899055602
0.579195652376 0.016999050013
0.579188764844 0.017099044425
0.579181867135 0.017199038837
0.579174959277 0.017299033249
0.579168041295 0.017399027661
0.579161113214 0.017499022073
0.579154175061 0.017599016484
0.579147226861 0.017699010896
0.579140268638 0.017799005308
0.579133300418 0.017898999720
0.579126322224 0.017998994132
0.579119334081 0.018098988544
0.579112336013 0.018198982955
0.579105328044 0.018298977367
0.579098310196 0.018398971779
0.579091282494 0.018498966191
0.579084244960 0.018598960603
0.579077197616 0.018698955015
0.579070140487 0.018798949427
0.579063073592 0.018898943838
0.579055996956 0.018998938250
0.579048910599 0.019098932662
0.579041814544 0.019198927074
0.579034708811 0.019298921486
0.579027593422 0.019398915898
0.579020468398 0.019498910309
0.579013333760 0.019598904721
0.579006189528 0.019698899133
0.578999035723 0.019798893545
0.578991872365 0.019898887957
0.578984699474 0.019998882369
0.578977517069 0.020098876781
0.578970325171 0.020198871192
0.578963123799 0.020298865604
0.578955912972 0.020398860016
0.578948692710 0.020498854428
0.578941463030 0.020598848840
0.578934223953 0.020698843252
0.578926975496 0.020798837663
0.578919717678 0.020898832075
0.578912450517 0.020998826487
0.578905174031 0.021098820899
0.578897888239 0.021198815311
0.578890593157 0.021298809723
0.578883288803 0.021398804134
0.578875975196 0.021498798546
0.578868652351 0.021598792958
0.578861320287 0.021698787370
0.578853979020 0.021798781782
0.578846628567 0.021898776194
0.578839268944 0.021998770606
0.578831900169 0.022098765017
0.578824522257 0.022198759429
0.578817135225 0.022298753841
0.578809739089 0.022398748253
0.578802333864 0.022498742665
0.578794919567 0.022598737077
0.578787496213 0.022698731488
0.578780063818 0.022798725900
0.578772622397 0.022898720312
0.578765171966 0.022998714724
0.578757712539 0.023098709136
0.578750244131 0.023198703548
0.578742766758 0.023298697959
0.578735280435 0.023398692371
0.578727785175 0.023498686783
0.578720280993 0.023598681195
0.578712767905 0.023698675607
0.578705245923 0.023798670019
0.578697715062 0.023898664431
0.578690175337 0.023998658842
0.578682626761 0.024098653254
0.578675069347 0.024198647666
0.578667503111 0.024298642078
0.578659928064 0.024398636490
0.578652344221 0.024498630902
0.578644751596 0.024598625313
0.578637150200 0.024698619725
0.578629540048 0.024798614137
0.578621921152 0.024898608549
0.578614293526 0.024998602961
0.578606657182 0.025098597373
0.578599012132 0.025198591785
0.578591358391 0.025298586196
